date,mosquito_ratio
2018-02-26,5.5
2018-03-03,5.5
2018-03-08,5.5
2018-03-11,5.5
2018-03-13,5.5
2018-03-20,5.5
2018-03-23,5.5
2018-03-30,5.5
2018-04-01,10.0
2018-04-07,1.6
2018-04-08,1.6
2018-04-14,0.5
2018-04-19,18.4
2018-04-25,24.0
2018-04-29,25.7
2018-05-05,19.5
2018-05-06,32.4
2018-05-11,77.1
2018-05-13,93.3
2018-05-14,84.9
2018-06-02,459.0
2018-06-12,445.6
2018-06-12,445.6
2018-06-14,492.7
2018-06-16,380.0
2018-06-17,346.3
2018-06-19,507.6
2018-06-28,766.3
2018-06-30,869.9
2018-07-06,741.1
2018-07-08,720.4
2018-07-14,539.1
2018-07-26,1000.0
2018-08-02,63.7
2018-08-04,49.1
2018-08-07,44.7
2018-08-08,53.1
2018-08-12,102.2
2018-08-22,161.5
2018-08-24,197.3
2018-08-26,349.7
2018-09-06,617.0
2018-09-07,631.7
2018-09-09,546.0
2018-09-12,516.5
2018-09-26,568.7
2018-09-29,539.1
2018-09-30,526.3
2018-10-01,197.3
2018-10-03,172.1
2018-10-21,60.9
2018-10-29,34.6
2018-11-21,5.5
2018-11-23,5.5
2018-11-24,5.5
2018-11-25,5.5
2018-11-28,5.5
2018-12-08,5.5
2018-12-15,5.5
2018-12-21,5.5
2018-12-22,5.5
2018-12-29,5.5
2019-01-03,5.5
2019-01-06,5.5
2019-01-08,5.5
2019-01-13,5.5
2019-01-17,5.5
2019-01-18,5.5
2019-01-20,5.5
2019-01-21,5.5
2019-01-25,5.5
2019-01-31,5.5
2019-02-01,5.5
2019-02-02,5.5
2019-02-07,5.5
2019-02-22,5.5
2019-02-27,5.5
2019-03-15,5.5
2019-03-19,5.5
2019-03-25,5.5
2019-03-29,5.5
2019-04-07,1.6
2019-04-15,13.4
2019-04-16,12.8
2019-04-17,12.8
2019-04-18,12.8
2019-04-23,0.0
2019-04-27,0.0
2019-04-30,16.2
2019-05-01,2.2
2019-05-12,123.5
2019-05-13,118.5
2019-05-16,400.2
2019-05-18,487.6
2019-05-19,265.6
2019-05-20,255.5
2019-05-31,672.1
2019-06-06,435.5
2019-06-10,472.5
2019-06-15,401.8
2019-06-16,373.2
2019-06-27,850.1
2019-07-02,707.6
2019-07-03,716.4
2019-07-17,705.6
2019-08-02,592.3
2019-08-04,0.0
2019-08-08,0.0
2019-08-09,0.0
2019-08-12,131.3
2019-08-19,344.6
2019-08-27,316.1
2019-08-29,400.2
2019-09-04,588.4
2019-09-05,555.9
2019-09-08,588.4
2019-09-09,519.4
2019-09-15,545.1
2019-09-16,549.0
2019-09-18,522.4
2019-09-19,539.1
2019-09-20,592.3
2019-09-22,489.3
2019-09-29,525.4
2019-09-30,559.8
2019-10-06,738.1
2019-10-11,91.1
2019-10-15,84.9
2019-10-16,84.4
2019-10-22,110.1
2019-10-24,173.2
2019-10-31,34.0
2019-11-04,5.5
2019-11-11,5.5
2019-11-14,5.5
2019-11-25,5.5
2019-11-26,5.5
2019-12-09,5.5
2019-12-14,5.5
2019-12-19,5.5
2019-12-23,5.5
2019-12-26,5.5
2019-12-28,5.5
