id,일자,시도명,읍면동명,거주인구,근무인구,방문인구,총 유동인구,평균 속도,평균 소요 시간,평균 기온,일강수량,평균 풍속
152,2018-01-06,제주시,용담2동,246208.84699999998,46647.386,261449.734,554305.9670000001,28.909,29.182,2.9,0.0,2.8
153,2018-01-06,제주시,아라동,744397.332,51929.831,264458.521,1060785.6840000001,38.963,61.444,0.033,0.0,2.067
154,2018-01-06,서귀포시,남원읍,287820.402,20225.755,203507.082,511553.24,53.17100000000001,40.743,2.85,0.0,3.225
155,2018-01-06,제주시,봉개동,76154.517,8505.099,105665.17199999999,190324.789,35.727,56.727,0.5,0.0,3.0
156,2018-01-06,서귀포시,예래동,67069.644,19894.341,187089.978,274053.963,47.067,50.467,4.25,0.0,3.3
157,2018-01-06,제주시,노형동,1235716.082,98616.379,506420.895,1840753.356,37.46,32.851,-1.8,0.0,0.0
158,2018-01-06,제주시,오라동,301720.549,26712.175,270838.512,599271.236,35.25,44.062,2.9,0.0,2.8
159,2018-01-06,서귀포시,정방동,47834.43,8387.971,96479.59199999999,152701.99300000002,60.75,28.375,5.1,0.0,1.5
160,2018-01-06,제주시,한림읍,435669.624,25631.962000000003,203273.44100000002,664575.0279999999,50.694,62.389,4.1,0.0,4.05
161,2018-01-06,제주시,도두동,31077.065,3798.8540000000003,88212.742,123088.661,36.0,41.944,4.6,0.0,2.7
162,2018-01-06,제주시,이호동,71820.899,5303.473000000001,75921.866,153046.238,26.556,20.667,4.6,0.0,2.7
163,2018-01-06,서귀포시,서홍동,121839.01699999999,6442.104,82172.726,210453.84699999998,38.111,28.222,5.1,0.0,1.5
164,2018-01-06,제주시,삼도1동,213393.928,13685.288,143339.178,370418.394,27.625,29.75,2.9,0.0,2.8
165,2018-01-06,서귀포시,대천동,157846.749,9957.241,145423.846,313227.836,41.792,14.292,5.6,0.0,2.4
166,2018-01-06,서귀포시,안덕면,277170.85,39841.13,223490.81399999998,540502.794,50.82100000000001,45.107,4.9,0.0,4.3
167,2018-01-06,제주시,조천읍,410989.492,37735.941,279824.123,728549.556,52.057,46.486,2.333,0.0,4.0
168,2018-01-06,제주시,애월읍,754334.6590000001,67306.12400000001,522355.598,1343996.381,52.152,52.88,-1.875,0.0,3.8
169,2018-01-06,제주시,용담1동,156921.652,8297.567,100738.897,265958.11699999997,32.5,17.167,2.9,0.0,2.8
170,2018-01-06,제주시,구좌읍,263968.412,19867.412,178461.15899999999,462296.982,53.219,41.062,5.367000000000001,0.0,4.267
171,2018-01-06,서귀포시,영천동,86070.64199999999,12114.99,90286.513,188472.145,40.783,18.391,5.1,0.0,1.5
172,2018-01-06,제주시,일도2동,705043.405,33297.259,259131.968,997472.6329999999,28.727,40.455,2.9,0.0,2.8
173,2018-01-06,서귀포시,성산읍,278301.528,17699.908,219165.115,515166.55100000004,47.304,56.522,5.0,0.0,4.5
174,2018-01-06,서귀포시,표선면,196601.755,15103.958999999999,146671.309,358377.02200000006,49.057,34.457,5.0,0.0,4.5
175,2018-01-06,서귀포시,동홍동,379844.626,27307.986,157932.334,565084.945,39.619,30.952,5.1,0.0,1.5
176,2018-01-06,제주시,외도동,213331.055,11864.027,110850.68400000001,336045.766,31.7,32.8,4.6,0.0,2.7
177,2018-01-06,서귀포시,대정읍,385978.98,17302.277,142494.80599999998,545776.062,54.526,43.053,6.6,0.0,8.167
178,2018-01-06,제주시,이도1동,160622.609,23143.472,188867.77899999998,372633.86100000003,32.125,22.375,2.9,0.0,2.8
179,2018-01-06,제주시,화북동,585539.124,33670.982,203292.80899999998,822502.916,32.385,34.346,2.333,0.0,4.0
180,2018-01-06,제주시,한경면,128684.81,7900.7880000000005,73136.867,209722.465,51.929,44.643,4.1,0.0,4.05
181,2018-01-06,제주시,이도2동,1236993.953,120153.091,609409.567,1966556.611,28.654,38.269,2.9,0.0,2.8
182,2018-01-06,서귀포시,효돈동,87606.599,5161.195,39722.656,132490.45,39.867,19.933,2.85,0.0,3.225
183,2018-01-06,제주시,삼도2동,103162.61099999999,9987.527,134121.307,247271.44600000003,30.0,15.0,2.9,0.0,2.8
184,2018-01-06,서귀포시,천지동,69823.925,4245.1579999999985,68115.129,142184.212,48.42100000000001,26.421,5.1,0.0,1.5
185,2018-01-07,제주시,삼도1동,222483.93600000002,12155.025,134320.24,368959.2,29.0,27.875,6.1,4.5,2.1
186,2018-01-07,제주시,용담1동,161919.948,8470.957,102275.839,272666.745,33.667,15.5,6.1,4.5,2.1
187,2018-01-07,서귀포시,표선면,201583.078,14412.043,137180.921,353176.042,49.08600000000001,34.743,8.3,4.5,1.8
188,2018-01-07,제주시,한림읍,445574.59,22985.40700000001,195488.205,664048.202,50.861,62.667,7.25,2.75,1.9
189,2018-01-07,서귀포시,중앙동,45241.170999999995,10436.129,89327.651,145004.951,60.286,31.857,8.7,5.0,2.4
190,2018-01-07,제주시,도두동,31543.363999999998,4065.841,111184.155,146793.359,37.889,30.667,7.5,3.0,1.5
191,2018-01-07,서귀포시,정방동,49834.668,7263.550999999998,95003.036,152101.255,60.625,28.25,8.7,5.0,2.4
192,2018-01-07,서귀포시,중문동,171364.197,11451.907,120032.398,302848.502,49.667,42.278,2.0,5.0,1.8
193,2018-01-07,제주시,삼도2동,106904.28300000001,9108.109,131023.576,247035.967,32.0,13.667,6.1,4.5,2.1
194,2018-01-07,제주시,이호동,75104.729,4438.585,77046.572,156589.887,27.778,19.889,7.5,3.0,1.5
195,2018-01-07,제주시,용담2동,257505.837,42505.279,270397.09,570408.206,30.0,27.273000000000003,6.1,4.5,2.1
196,2018-01-07,제주시,화북동,611149.249,24162.37200000001,191381.4,826693.021,34.115,32.769,5.5,5.8329999999999975,2.033
197,2018-01-07,제주시,외도동,220795.074,10499.325,105082.979,336377.37799999997,32.6,32.9,7.5,3.0,1.5
198,2018-01-07,제주시,조천읍,425110.131,31420.783,261173.672,717704.587,51.68600000000001,47.457,5.5,5.8329999999999975,2.033
199,2018-01-07,제주시,이도2동,1263226.936,98150.90400000001,555370.623,1916748.4630000002,30.077,35.192,6.1,4.5,2.1
200,2018-01-07,제주시,애월읍,774807.978,62162.705,518961.22799999994,1355931.9109999998,52.337,52.89100000000001,3.15,4.875,2.15
201,2018-01-07,제주시,연동,1115992.904,97353.538,537017.915,1750364.3569999996,39.075,35.434,1.9,5.0,0.4
202,2018-01-07,제주시,삼양동,466156.343,13500.803,108288.871,587946.0160000001,32.857,15.714,5.5,5.8329999999999975,2.033
203,2018-01-07,제주시,봉개동,81484.578,6532.608,100238.727,188255.913,35.455,57.0,4.5,5.0,2.4
204,2018-01-07,서귀포시,동홍동,391695.74299999996,26010.512000000002,152922.089,570628.344,40.048,29.857,8.7,5.0,2.4
205,2018-01-07,서귀포시,예래동,68685.82400000001,16860.713,181178.277,266724.815,47.867,48.067,7.55,4.0,2.15
206,2018-01-07,제주시,노형동,1269038.933,82798.42,491032.80100000004,1842870.154,37.862,32.747,1.9,5.0,0.4
207,2018-01-07,서귀포시,남원읍,295788.929,17764.307,186689.52800000002,500242.76399999997,53.17100000000001,41.31399999999999,5.875,8.625,1.85
208,2018-01-07,서귀포시,영천동,89362.09800000001,9463.104,81344.308,180169.509,41.826,17.783,8.7,5.0,2.4
209,2018-01-07,서귀포시,서홍동,123688.519,6461.0869999999995,81003.895,211153.5,38.111,27.778,8.7,5.0,2.4
210,2018-01-07,서귀포시,송산동,217618.076,13932.344,96513.97,328064.391,46.78,29.415,8.7,5.0,2.4
211,2018-01-07,제주시,건입동,174188.12600000002,17951.427,163782.411,355921.964,32.6,44.0,4.5,5.0,2.4
212,2018-01-07,제주시,구좌읍,270466.497,16762.447,171718.443,458947.388,52.90600000000001,41.25,7.667000000000002,7.1670000000000025,1.35
213,2018-01-10,제주시,조천읍,413014.161,43965.43,232399.095,689378.687,46.857,53.286,-1.933,7.667000000000002,6.867000000000001
214,2018-01-10,서귀포시,대천동,160523.144,12470.253999999999,142361.31699999998,315354.716,36.167,17.917,-0.4,12.0,6.2
215,2018-01-10,제주시,노형동,1236834.781,128367.875,470351.42799999996,1835554.084,35.207,35.333,-5.1,18.5,3.0
216,2018-01-10,제주시,삼양동,442796.62700000004,21721.505,104369.271,568887.4029999999,30.429,17.143,-1.933,7.667000000000002,6.867000000000001
217,2018-01-10,서귀포시,천지동,70110.838,5176.431,69676.871,144964.141,42.316,34.474000000000004,0.4,12.0,4.3
218,2018-01-10,서귀포시,영천동,87400.56800000001,19079.092,77801.015,184280.675,35.696,22.13,0.4,12.0,4.3
219,2018-01-10,서귀포시,정방동,55407.902,11963.858999999999,129250.752,196622.514,51.0,36.375,0.4,12.0,4.3
220,2018-01-10,제주시,용담1동,158151.25,10882.042,102004.321,271037.613,30.667,20.167,-0.1,1.0,6.7
221,2018-01-10,서귀포시,성산읍,283690.442,20801.026,192445.384,496936.851,45.739,65.087,0.9,4.5,4.6
