id,일자,시도명,읍면동명,거주인구,근무인구,방문인구,총 유동인구,평균 속도,평균 소요 시간,평균 기온,일강수량,평균 풍속
22464,2018-01-02,서귀포시,송산동,214099.796,19703.263,101344.384,335147.443,46.22,30.488000000000003,7.2,0.0,1.6
22465,2018-01-02,서귀포시,중앙동,46667.85400000001,13370.438999999995,107407.86300000001,167446.156,60.286,32.429,7.2,0.0,1.6
22466,2018-01-02,제주시,삼양동,444002.084,21070.327999999998,100109.008,565181.421,31.571,17.0,2.8,0.0,1.9
22467,2018-01-02,제주시,삼도2동,103720.698,13640.306,133075.902,250436.907,28.333,17.667,3.8,0.0,2.7
22468,2018-01-02,제주시,이도1동,160605.538,37956.727,185256.188,383818.453,31.875,22.5,3.8,0.0,2.7
22469,2018-01-02,제주시,조천읍,412802.14200000005,48971.498,255022.157,716795.797,51.771,47.229,2.8,0.0,1.9
22470,2018-01-02,서귀포시,남원읍,290944.66,27781.676,166779.581,485505.917,53.0,40.771,4.2,0.0,2.8
22471,2018-01-02,서귀포시,대정읍,385429.13,22384.305,117338.304,525151.74,54.842,42.632,8.167,0.0,3.55
22472,2018-01-02,제주시,삼도1동,214133.27,19545.014,144542.957,378221.24100000004,27.0,31.25,3.8,0.0,2.7
22473,2018-01-02,서귀포시,정방동,47937.483,9709.345,91608.66900000001,149255.497,60.625,28.875,7.2,0.0,1.6
22474,2018-01-02,서귀포시,영천동,86106.59300000001,19777.363,91371.031,197254.987,40.087,18.783,7.2,0.0,1.6
22475,2018-01-03,제주시,삼도2동,102726.24,12136.713,125414.829,240277.783,29.0,17.333,2.5,0.0,2.0
22476,2018-01-03,제주시,조천읍,410396.061,49009.246,249411.353,708816.66,51.4,47.6,1.033,0.0,4.467
22477,2018-01-03,서귀포시,대륜동,273403.104,29988.429,189333.535,492725.06799999997,38.037,33.778,7.6,0.0,1.1
22478,2018-01-03,제주시,건입동,165105.83,25732.876,156549.258,347387.964,32.0,44.8,0.0,0.0,3.4
22479,2018-01-03,서귀포시,효돈동,87486.698,6557.714,39476.516,133520.928,39.0,20.533,3.575,0.0,3.925
22480,2018-01-03,제주시,아라동,764374.1190000002,125318.77900000001,282107.803,1171800.702,38.926,62.963,-0.133,0.0,2.633
22481,2018-01-04,제주시,한경면,123497.929,9803.796999999999,60150.846,193452.572,51.643,44.32100000000001,2.2,0.5,4.3
22482,2018-01-04,서귀포시,대륜동,263227.885,29306.464,201382.45,493916.799,37.074,35.074,6.9,5.0,1.4
22483,2018-01-04,제주시,일도2동,656810.432,41646.608,250523.62,948980.66,28.0,41.727,1.5,1.0,1.4
22484,2018-01-04,제주시,한림읍,443971.104,48013.929000000004,213855.69100000002,705840.724,50.431,62.667,2.2,0.5,4.3
22485,2018-01-04,제주시,외도동,199792.794,14111.559,123287.771,337192.124,30.15,33.95,3.3,0.5,1.8
22486,2018-01-04,제주시,구좌읍,266568.48,34792.731,169681.185,471042.396,52.875,41.28100000000001,3.3,0.0,3.4
22487,2018-01-04,제주시,용담1동,142776.813,13948.538999999999,113542.07,270267.422,32.0,17.5,1.5,1.0,1.4
22488,2018-01-04,제주시,건입동,159168.771,26404.039,164116.487,349689.29600000003,30.8,46.4,-1.1,1.0,2.1
22489,2018-01-04,제주시,오라동,282765.356,43187.942,296235.333,622188.631,34.5,45.25,1.5,1.0,1.4
22490,2018-01-04,서귀포시,예래동,64502.066,23119.822999999997,185683.122,273305.011,46.533,49.1,5.25,4.5,1.6
22491,2018-01-05,서귀포시,대천동,156335.09699999998,12787.266000000001,137768.344,306890.707,41.083,14.583,4.7,4.0,3.3
22492,2018-01-05,제주시,용담1동,154278.015,11789.976999999999,99538.15,265606.142,32.167,16.833,2.2,3.5,2.4
22493,2018-01-05,제주시,외도동,206508.49800000002,13729.327,111508.27,331746.096,30.0,35.45,4.2,4.0,3.1
22494,2018-01-05,제주시,화북동,573927.659,48156.625,203689.90899999999,825774.194,32.385,35.731,1.033,2.5,3.767
22495,2018-01-05,서귀포시,대륜동,270975.076,29733.092999999997,194943.40300000002,495651.571,37.296,34.259,5.8,4.5,2.4
22496,2018-01-05,제주시,연동,1079480.913,145011.84699999998,565478.935,1789971.695,37.642,38.302,-1.7,3.5,0.0
22497,2018-01-05,서귀포시,표선면,199442.57,18407.629,128747.17800000001,346597.376,48.343,35.429,3.7,3.0,4.4
22498,2018-01-05,서귀포시,송산동,211745.74300000002,18739.839,100601.912,331087.493,46.122,30.512,5.8,4.5,2.4
22499,2018-01-05,제주시,한경면,127425.48199999999,9191.402,61441.985,198058.86899999998,50.57100000000001,45.07100000000001,2.9,2.0,4.05
22500,2018-01-05,서귀포시,남원읍,287205.972,24824.666,171332.544,483363.18200000003,52.257,41.486,1.875,2.75,3.875
22501,2018-01-06,서귀포시,송산동,211362.393,14637.693000000001,98718.90400000001,324718.99,46.537,30.09800000000001,5.1,0.0,1.5
22502,2018-01-06,제주시,일도1동,34127.986000000004,7369.432,69921.353,111418.77,28.5,24.25,2.9,0.0,2.8
22503,2018-01-06,서귀포시,중문동,166069.481,13259.485,124581.41,303910.376,49.556,42.389,-1.9,0.0,2.8
22504,2018-01-06,제주시,삼양동,440755.49299999996,15820.86,107418.359,563994.712,31.571,16.285999999999998,2.333,0.0,4.0
22505,2018-01-06,서귀포시,대륜동,270894.976,21826.248,200672.64800000002,493393.87200000003,37.185,35.63,5.1,0.0,1.5
22506,2018-01-06,서귀포시,중앙동,43231.275,10901.886,98969.97300000001,153103.133,60.429,32.0,5.1,0.0,1.5
22507,2018-01-06,제주시,건입동,165426.83800000002,20581.846,169187.725,355196.409,31.0,45.8,0.5,0.0,3.0
22508,2018-01-06,제주시,연동,1086062.807,108284.239,542647.886,1736994.9319999998,38.962,36.604,-1.8,0.0,0.0
22509,2018-01-07,제주시,오라동,314505.918,22621.313,260072.788,597200.019,36.125,43.188,6.1,4.5,2.1
22510,2018-01-07,제주시,이도1동,164747.266,19179.542,168935.85600000006,352862.665,34.375,19.75,6.1,4.5,2.1
22511,2018-01-07,서귀포시,성산읍,281474.732,16351.396999999999,201168.957,498995.086,49.174,54.87,8.3,4.5,1.8
22512,2018-01-07,서귀포시,대천동,166795.566,9879.288,138653.05599999998,315327.909,41.833,14.25,8.2,5.0,2.2
22513,2018-01-07,제주시,일도1동,37672.6,7480.185,67086.391,112239.17599999999,29.25,23.5,6.1,4.5,2.1
22514,2018-01-07,서귀포시,안덕면,298525.333,37903.685,203154.133,539583.15,51.214,45.214,8.2,3.5,2.7
22515,2018-01-07,서귀포시,대륜동,282864.265,21874.775,197114.39899999998,501853.43799999997,38.333,34.074,8.7,5.0,2.4
22516,2018-01-07,서귀포시,천지동,71224.679,4262.673,65964.087,141451.439,48.053,26.263,8.7,5.0,2.4
22517,2018-01-07,제주시,아라동,769557.8979999998,42133.902,265386.195,1077077.995,39.815,60.29600000000001,4.2,6.8329999999999975,2.267
22518,2018-01-07,서귀포시,효돈동,91358.38699999999,5112.173,37094.81,133565.37099999998,40.933,19.467,5.875,8.625,1.85
22519,2018-01-07,제주시,일도2동,737167.788,29849.535,251533.348,1018550.671,28.636,41.455,6.1,4.5,2.1
22520,2018-01-07,서귀포시,대정읍,395800.585,15450.188999999995,134919.863,546170.636,54.368,42.895,10.067,5.8329999999999975,4.9
22521,2018-01-07,제주시,한경면,132994.971,6810.326,75087.561,214892.858,52.036,44.429,7.25,2.75,1.9
22522,2018-01-10,제주시,이도2동,1234421.966,172077.282,594151.774,2000651.0219999999,26.962,39.615,-0.1,1.0,6.7
22523,2018-01-10,서귀포시,대륜동,278761.877,28134.49700000001,199256.169,506152.54299999995,34.333,40.407,0.4,12.0,4.3
22524,2018-01-10,제주시,구좌읍,268069.592,27210.092,145456.609,440736.294,49.094,47.844,2.233,5.332999999999998,8.967
22525,2018-01-10,제주시,연동,1100107.356,141226.833,561137.03,1802471.219,36.075,39.453,-5.1,18.5,3.0
22526,2018-01-10,제주시,도두동,30219.366,5554.266,79895.902,115669.534,33.222,49.333,1.7,2.5,7.3
22527,2018-01-10,서귀포시,안덕면,314454.369,61333.918,225723.087,601511.374,47.57100000000001,51.143,0.4,7.5,5.0
22528,2018-01-10,제주시,이호동,71233.33,7230.691,65232.652,143696.674,25.333,24.333,1.7,2.5,7.3
22529,2018-01-12,제주시,이도1동,172832.027,36409.236000000004,173402.298,382643.561,30.0,23.0,-2.3,2.0,3.5
22530,2018-01-12,제주시,일도2동,748090.65,41067.506,239454.125,1028612.28,26.364,30.455,-2.3,2.0,3.5
22531,2018-01-12,제주시,한경면,138806.255,7899.050999999998,50046.59099999999,196751.896,46.714,49.536,-0.95,0.5,3.95
22532,2018-01-12,제주시,연동,1154536.331,136347.307,568157.988,1859041.626,32.925,47.226000000000006,0.0,10.0,0.0
22533,2018-01-12,제주시,도두동,32518.646,5186.832,102871.04699999999,140576.525,31.222,38.944,-0.2,1.5,4.6
22534,2018-01-12,제주시,한림읍,474458.549,38378.797,193518.182,706355.527,46.125,69.639,-0.95,0.5,3.95
22535,2018-01-12,제주시,외도동,227001.402,12997.274,110301.48800000001,350300.164,28.1,38.0,-0.2,1.5,4.6
22536,2018-01-12,제주시,이도2동,1283918.568,155629.115,517199.0770000001,1956746.76,26.346,40.923,-2.3,2.0,3.5
22537,2018-01-12,서귀포시,천지동,71108.87599999999,4943.737,64150.722,140203.335,43.526,32.105,0.2,1.5,2.5
22538,2018-01-12,서귀포시,대정읍,408176.86299999995,21100.001,118584.34199999999,547861.206,50.632,48.105,1.767,0.833,8.367
22539,2018-01-12,제주시,노형동,1277358.382,112945.33099999999,419839.831,1810143.544,33.329,36.059,0.0,10.0,0.0
22540,2018-01-12,서귀포시,남원읍,297122.315,20657.86,139731.392,457511.56799999997,47.68600000000001,47.286,-1.967,5.25,2.9
22541,2018-01-12,제주시,이호동,76857.276,7026.785,67675.485,151559.546,25.44400000000001,21.667,-0.2,1.5,4.6
22542,2018-01-13,제주시,노형동,1247782.6909999999,92171.00300000001,508540.92799999996,1848494.6230000001,36.184,33.598,0.0,0.0,0.0
22543,2018-01-13,서귀포시,동홍동,385219.92100000003,28739.412,163799.143,577758.476,36.333,34.81,3.1,0.0,1.8
22544,2018-01-13,서귀포시,대륜동,276272.466,21777.082000000002,214619.51899999997,512669.066,35.963,35.074,3.1,0.0,1.8
22545,2018-01-13,제주시,이호동,72743.891,5524.528,74948.391,153216.809,24.778,23.44400000000001,3.8,0.0,2.2
22546,2018-01-13,제주시,용담1동,158101.937,7812.834,102216.76199999999,268131.534,31.5,17.167,1.4,0.0,2.3
22547,2018-01-13,서귀포시,영천동,85391.05300000001,11026.143999999998,84386.894,180804.09100000001,38.609,19.348,3.1,0.0,1.8
22548,2018-01-13,서귀포시,중앙동,46089.320999999996,10218.561,102698.545,159006.426,51.857,38.571,3.1,0.0,1.8
22549,2018-01-13,제주시,일도1동,35332.387,7405.005999999998,69570.74900000001,112308.141,27.25,26.0,1.4,0.0,2.3
22550,2018-01-13,제주시,화북동,596918.1479999999,31931.142999999996,202690.431,831539.7220000002,31.346,36.615,0.3670000000000001,0.0,2.333
22551,2018-01-13,제주시,일도2동,718842.815,33436.284,263071.32899999997,1015350.427,28.455,28.273000000000003,1.4,0.0,2.3
22552,2018-01-13,제주시,이도1동,165122.205,23016.196,185815.328,373953.729,30.875,22.875,1.4,0.0,2.3
22553,2018-01-13,제주시,삼도1동,225023.62600000002,14488.418,152287.284,391799.3270000001,26.25,31.25,1.4,0.0,2.3
22554,2018-01-13,서귀포시,서홍동,118438.853,6013.525,85147.78,209600.158,37.111,30.333,3.1,0.0,1.8
22555,2018-01-13,서귀포시,송산동,215147.663,15749.979,106022.276,336919.917,41.927,34.317,3.1,0.0,1.8
22556,2018-01-14,제주시,이호동,74727.617,4363.155,77657.718,156748.49,27.111,19.667,6.8,0.0,1.8
22557,2018-01-14,서귀포시,대정읍,391021.37100000004,15710.016000000001,155958.869,562690.256,54.316,43.105,9.533,0.0,4.3
22558,2018-01-14,서귀포시,중앙동,44373.084,10340.999,95953.49699999999,150667.58,57.857,33.571,6.7,0.0,1.6
22559,2018-01-14,제주시,한림읍,426417.487,21015.381,228193.049,675625.917,50.583,62.5,6.3,0.0,2.05
22560,2018-01-14,제주시,일도2동,715213.2509999998,30319.04,273436.628,1018968.9190000001,31.091,25.273000000000003,4.7,0.0,2.3
22561,2018-01-14,제주시,용담2동,252613.27,43020.95200000001,274025.072,569659.294,29.545,29.545,4.7,0.0,2.3
22562,2018-01-14,제주시,용담1동,156897.399,8692.633,98894.29199999999,264484.325,33.5,16.167,4.7,0.0,2.3
22563,2018-01-14,서귀포시,효돈동,90519.811,4652.108,45578.56400000001,140750.484,39.333,20.0,5.733,0.375,1.6669999999999998
22564,2018-01-15,제주시,삼도1동,206055.766,17563.083,152564.4,376183.25,27.25,30.375,8.1,0.0,2.7
22565,2018-01-15,제주시,오라동,296302.827,39585.472,302549.909,638438.207,33.5,46.875,8.1,0.0,2.7
22566,2018-01-15,제주시,일도2동,670995.569,41951.604000000014,269017.82899999997,981965.003,29.273000000000003,28.091,8.1,0.0,2.7
22567,2018-01-15,서귀포시,대정읍,387354.826,22560.839,154233.741,564149.406,53.316,44.316,12.633,0.0,4.1
22568,2018-01-15,제주시,도두동,28570.004,5361.736999999999,84175.36,118107.101,34.389,53.833,9.2,0.0,2.1
22569,2018-01-15,제주시,화북동,563427.279,48358.615,221223.988,833009.882,31.808000000000003,37.808,7.632999999999999,0.0,2.533
22570,2018-01-15,서귀포시,효돈동,84433.17,6553.8409999999985,41329.943999999996,132316.954,39.267,20.267,7.95,0.0,2.267
22571,2018-01-15,서귀포시,대천동,150355.60199999998,13596.889,151564.94199999998,315517.433,40.417,15.125,10.7,0.0,2.7
22572,2018-01-15,제주시,용담2동,236410.855,55010.828,286106.243,577527.926,28.0,30.364,8.1,0.0,2.7
22573,2018-01-15,제주시,이호동,67760.882,7068.634,77103.32400000001,151932.84,25.44400000000001,23.333,9.2,0.0,2.1
22574,2018-01-15,제주시,건입동,152966.793,24407.557,156856.89800000002,334231.248,31.2,48.8,5.2,0.0,1.9
22575,2018-01-15,서귀포시,중문동,161686.047,14316.993999999999,124094.67599999999,300097.716,48.389,43.611,0.0,0.0,0.0
22576,2018-01-15,서귀포시,동홍동,377355.719,36889.18700000001,176367.1,590612.007,38.714,32.143,11.2,0.0,2.1
22577,2018-01-15,서귀포시,성산읍,271179.429,20494.018,208305.245,499978.69299999997,47.13,57.13,9.1,0.5,1.6
22578,2018-01-16,제주시,건입동,156985.789,24853.541,158950.73,340790.06,30.0,48.6,8.9,25.0,1.6
22579,2018-01-16,서귀포시,동홍동,388508.69700000004,36570.693999999996,170608.957,595688.348,38.381,32.238,12.6,42.5,1.5
22580,2018-01-16,서귀포시,효돈동,89130.32400000002,6908.981,34998.903,131038.20800000001,38.4,20.8,10.275,57.875,2.7
22581,2018-01-16,제주시,봉개동,75523.261,15191.153999999999,103953.37599999999,194667.79100000003,33.636,59.0,8.9,25.0,1.6
22582,2018-01-16,서귀포시,예래동,66553.908,22082.476000000002,187824.46300000002,276460.847,45.333,50.5,11.75,40.75,1.9
22583,2018-01-16,제주시,이도2동,1206883.93,169847.70899999994,620852.753,1997584.392,26.577,45.0,10.9,19.5,1.7
22584,2018-01-16,서귀포시,정방동,47758.037000000004,8038.635999999998,99546.064,155342.736,57.625,30.25,12.6,42.5,1.5
22585,2018-01-16,제주시,노형동,1208752.096,133090.628,525277.56,1867120.284,35.736,35.782,7.2,58.0,4.7
22586,2018-01-16,서귀포시,서홍동,117432.90400000001,7866.745,94423.007,219722.65600000002,37.111,29.44400000000001,12.6,42.5,1.5
22587,2018-01-16,제주시,외도동,209381.685,13421.458999999999,115278.55,338081.69399999996,29.1,36.35,11.6,20.5,1.9
22588,2018-01-16,제주시,이호동,69588.382,6524.525,74338.803,150451.709,24.778,24.667,11.6,20.5,1.9
22589,2018-01-16,서귀포시,대륜동,271949.189,27588.27,209727.575,509265.034,38.296,33.852,12.6,42.5,1.5
22590,2018-01-16,서귀포시,중문동,167599.608,14154.681999999999,118653.06,300407.351,47.278,44.944,5.4,78.5,2.4
22591,2018-01-16,제주시,화북동,572302.834,49277.972,225073.72100000002,846654.526,31.346,39.462,10.5,24.833,2.667
22592,2018-01-16,서귀포시,대천동,154718.885,13116.737,148876.738,316712.36,40.083,15.0,12.0,37.0,2.0
22593,2018-01-16,서귀포시,영천동,87166.18800000001,19135.108,88295.204,194596.5,39.652,18.957,12.6,42.5,1.5
22594,2018-01-16,서귀포시,송산동,215083.918,19390.617,104902.72099999999,339377.25700000004,44.707,31.415,12.6,42.5,1.5
22595,2018-01-16,제주시,도두동,28694.201,5543.28,87306.046,121543.528,34.278,51.5,11.6,20.5,1.9
22596,2018-01-16,서귀포시,중앙동,47218.276,15909.112,110927.525,174054.91199999998,57.429,34.0,12.6,42.5,1.5
22597,2018-01-16,제주시,일도2동,675831.6590000001,42181.693,261433.887,979447.2390000001,28.455,29.091,10.9,19.5,1.7
22598,2018-01-17,서귀포시,예래동,65063.056,22417.034,181909.89399999997,269389.984,46.9,48.2,7.8,0.0,3.4
22599,2018-01-17,서귀포시,남원읍,280542.937,25847.14,205060.027,511450.105,51.82899999999999,41.8,7.175,0.75,2.775
22600,2018-01-17,제주시,화북동,564490.871,48496.075,221249.695,834236.64,31.808000000000003,37.038,5.733,3.667,2.8
22601,2018-01-17,제주시,삼도2동,99510.591,12610.844,135523.27599999998,247644.712,27.333,18.333,7.2,6.5,2.1
22602,2018-01-17,제주시,외도동,206045.967,12686.745,115683.638,334416.35,30.35,34.7,8.8,4.0,2.2
22603,2018-01-17,제주시,구좌읍,258539.86899999998,26639.142000000003,171124.75699999998,456303.768,52.719,41.188,8.967,4.833,4.167
22604,2018-01-17,서귀포시,중앙동,42577.087999999996,16388.026,112566.94900000001,171532.063,59.714,32.571,9.8,0.0,1.5
22605,2018-01-17,서귀포시,대정읍,390659.189,22125.612999999998,149664.191,562448.993,53.474,43.526,9.833,0.16699999999999998,6.9670000000000005
22606,2018-01-17,서귀포시,중문동,160481.792,14052.632,125477.469,300011.893,48.889,43.833,1.8,1.0,2.2
22607,2018-01-17,서귀포시,동홍동,376458.355,36000.744,179766.509,592225.608,39.476,31.524,9.8,0.0,1.5
22608,2018-01-17,제주시,봉개동,74266.864,14984.906,90883.612,180135.38199999995,34.0,57.545,4.4,7.0,2.4
22609,2018-01-18,제주시,일도2동,665707.915,41073.33,262744.81899999996,969526.065,28.636,41.182,5.8,0.0,2.4
22610,2018-01-18,서귀포시,대륜동,262318.592,27737.049,216219.003,506274.644,37.37,34.222,9.2,0.0,1.6
22611,2018-01-18,제주시,삼도1동,203349.06100000002,18309.322,158935.475,380593.85799999995,27.5,30.375,5.8,0.0,2.4
22612,2018-01-18,제주시,봉개동,73772.51299999999,15055.848999999998,96192.02699999999,185020.388,35.455,57.273,3.3,0.0,2.3
22613,2018-01-18,제주시,삼도2동,99221.546,13326.491000000002,129473.002,242021.04,26.333,21.667,5.8,0.0,2.4
22614,2018-01-18,제주시,구좌읍,258733.94100000002,28460.952,175019.08,462213.973,53.188,40.625,7.9,0.0,3.9
22615,2018-01-18,서귀포시,중앙동,42917.140999999996,16063.99,111466.32800000001,170447.45899999994,60.0,32.857,9.2,0.0,1.6
22616,2018-01-18,서귀포시,남원읍,282848.995,26147.107000000004,226565.41600000003,535561.517,52.8,41.057,6.6,0.0,2.2
22617,2018-01-18,서귀포시,천지동,65864.4,4889.3290000000015,76284.367,147038.095,48.368,26.737,9.2,0.0,1.6
22618,2018-01-18,제주시,삼양동,434599.652,23141.246,117039.924,574780.822,31.714,16.570999999999998,4.867,0.0,2.7
22619,2018-01-19,제주시,건입동,151222.904,24846.94,166175.635,342245.479,30.2,57.0,1.6,0.0,1.9
22620,2018-01-19,제주시,화북동,558166.926,48596.18900000001,221078.36,827841.475,32.385,36.077,2.9,0.0,2.367
22621,2018-01-19,제주시,도두동,29548.729,5157.2829999999985,85384.49699999999,120090.508,34.722,50.556,4.2,0.0,1.6
22622,2018-01-19,서귀포시,정방동,44402.63,9113.763,108986.34,162502.732,59.75,29.75,8.0,0.0,1.6
22623,2018-01-19,제주시,애월읍,720500.647,83018.88799999999,540707.297,1344226.832,51.957,53.565,1.075,0.0,2.3
22624,2018-01-19,제주시,삼도1동,202980.28699999998,18170.375,159080.674,380231.336,27.0,30.375,3.0,0.0,2.1
22625,2018-01-19,제주시,용담2동,235780.665,54520.137,287765.773,578066.576,28.636,30.364,3.0,0.0,2.1
22626,2018-01-19,서귀포시,효돈동,81455.887,5696.153,40866.407,128018.44699999999,38.933,20.4,5.2,0.0,2.075
22627,2018-01-19,제주시,이도1동,154202.927,34845.222,189053.10199999998,378101.25200000004,31.5,23.875,3.0,0.0,2.1
22628,2018-01-19,서귀포시,영천동,81160.981,18240.398999999998,107599.632,207001.012,40.304,18.652,8.0,0.0,1.6
22629,2018-01-19,제주시,오라동,286394.63300000003,40086.854,298535.185,625016.671,34.562,44.625,3.0,0.0,2.1
22630,2018-01-19,제주시,노형동,1176259.363,130586.87800000001,541752.247,1848598.4880000001,36.782,34.724000000000004,0.1,0.0,0.4
22631,2018-01-19,제주시,이도2동,1177633.729,169933.799,652898.269,2000465.7980000002,27.769,40.308,3.0,0.0,2.1
22632,2018-01-19,제주시,조천읍,393398.459,46860.630999999994,291517.894,731776.983,51.257,47.629,2.9,0.0,2.367
22633,2018-01-20,제주시,애월읍,735302.647,69896.48,577925.005,1383124.132,52.261,52.978,-0.175,0.0,2.275
22634,2018-01-20,제주시,용담1동,148765.114,9367.57,101566.74,259699.423,31.833,17.0,2.4,0.0,2.5
22635,2018-01-20,제주시,오라동,294794.026,26674.744,284770.04600000003,606238.815,35.0,44.375,2.4,0.0,2.5
22636,2018-01-20,서귀포시,대정읍,387050.64,18297.258,175828.98899999994,581176.887,54.21100000000001,43.316,7.733,0.0,6.933
22637,2018-01-20,서귀포시,성산읍,267753.267,15953.513,253057.40899999999,536764.188,47.478,56.565,5.7,0.0,4.1
22638,2018-01-20,제주시,노형동,1193091.5690000001,96705.273,573426.543,1863223.386,37.379,32.828,-1.1,0.0,0.5
22639,2018-01-20,제주시,화북동,570611.382,32697.842,221459.711,824768.935,32.885,33.692,2.733,0.0,2.667
22640,2018-01-20,제주시,아라동,717795.551,53704.422999999995,302024.61600000004,1073524.59,39.0,60.815,0.833,0.0,2.1
22641,2018-01-20,서귀포시,정방동,44821.81200000001,9178.54,114757.80099999999,168758.15300000002,60.75,28.75,7.1,0.0,1.7
22642,2018-01-20,서귀포시,예래동,64722.566,20418.689,202943.425,288084.68,47.4,48.7,6.05,0.0,2.35
22643,2018-01-20,서귀포시,중앙동,42960.802,10949.845,101321.623,155232.269,60.286,32.429,7.1,0.0,1.7
22644,2018-01-20,제주시,이도1동,153418.921,21971.867000000002,183112.455,358503.242,32.25,21.625,2.4,0.0,2.5
22645,2018-01-20,제주시,일도2동,677122.311,35318.167,276395.715,988836.193,28.455,48.636,2.4,0.0,2.5
22646,2018-01-21,제주시,조천읍,403682.155,33148.324,316596.512,753426.9909999998,51.94300000000001,46.371,4.4,0.0,2.067
22647,2018-01-21,서귀포시,중문동,166307.802,12343.21,141891.77800000002,320542.79,49.667,42.556,0.0,0.0,0.9
22648,2018-01-21,제주시,도두동,27296.986,3574.8320000000012,95823.21699999999,126695.035,38.833,29.94400000000001,6.3,0.0,2.4
22649,2018-01-21,서귀포시,송산동,211790.497,14121.582,107655.469,333567.548,46.512,29.902,7.7,0.0,2.3
22650,2018-01-21,제주시,한림읍,424292.35299999994,23798.141,251514.883,699605.377,51.014,62.139,6.9,0.0,2.65
22651,2018-01-21,서귀포시,영천동,86517.80900000001,9146.059000000001,106878.772,202542.639,41.0,18.174,7.7,0.0,2.3
22652,2018-01-21,서귀포시,정방동,46620.337,8981.3,114617.758,170219.396,61.0,28.375,7.7,0.0,2.3
22653,2018-01-21,제주시,구좌읍,261394.622,17389.805,206768.68899999998,485553.11600000004,52.938,41.65600000000001,6.933,0.0,2.3
22654,2018-01-21,제주시,용담2동,240406.025,43925.949,312973.80199999997,597305.7760000001,29.727,28.273000000000003,5.2,0.0,2.7
22655,2018-01-21,서귀포시,천지동,69205.759,3843.364,66528.835,139577.958,47.947,26.526,7.7,0.0,2.3
22656,2018-01-21,제주시,한경면,128953.996,8183.99,93554.594,230692.579,51.857,44.036,6.9,0.0,2.65
22657,2018-01-22,제주시,삼도1동,208140.735,18912.96,160676.951,387730.646,27.375,30.375,6.2,1.0,2.9
22658,2018-01-22,서귀포시,표선면,194756.625,20368.305,144739.956,359864.886,48.229,35.657,7.7,4.0,2.9
22659,2018-01-22,제주시,삼양동,435841.315,22304.328999999998,123731.653,581877.297,31.0,17.857,4.633,2.167,3.033
22660,2018-01-22,제주시,용담2동,238899.108,58626.7,288113.11699999997,585638.926,27.909,30.545,6.2,1.0,2.9
22661,2018-01-22,서귀포시,대천동,128408.979,12026.469,137328.771,277764.219,40.875,14.917,7.9,1.5,3.1
22662,2018-01-22,서귀포시,동홍동,363725.675,38726.322,190451.642,592903.639,38.714,31.952,8.0,2.0,2.3
22663,2018-01-22,제주시,삼도2동,100616.739,14171.149,140854.149,255642.03699999998,29.0,17.333,6.2,1.0,2.9
22664,2018-01-22,제주시,아라동,732553.6540000002,120834.944,311211.591,1164600.189,38.296,66.96300000000001,2.467,2.833,2.633
22665,2018-01-22,서귀포시,천지동,60450.215,5303.104,80575.474,146328.793,48.158,26.789,8.0,2.0,2.3
